"Reference","JulianDate","Gear","Longitude","Latitude","StartDepth","Zone","month","year","starttime","effort","n","season","CPUE"
"TBM2015050607",132,300,-82.593033,27.804016,3,"B",5,2015,12,14.0828,0,3,0
"TBM2015050608",132,300,-82.585433,27.77415,5.7,"B",5,2015,13,12.6004,0,3,0
"TBM2015050905",139,300,-82.4992,27.761033,4.7,"C",5,2015,11,13.3416,0,3,0
"TBM2015050906",139,300,-82.4473,27.872833,4.9,"C",5,2015,12,14.0828,0,3,0
"TBM2015050908",139,300,-82.457683,27.886,4.2,"C",5,2015,13,14.824,0,3,0
"TBM2015050909",139,300,-82.457883,27.93975,4.7,"C",5,2015,14,15.5652,0,3,0
"TBM2015051001",134,300,-82.687183,27.642,2.4,"D",5,2015,8,14.824,0,3,0
"TBM2015051005",134,300,-82.697066,27.734616,2.4,"D",5,2015,12,14.824,0,3,0
"TBM2015051111",133,300,-82.502616,27.482816,1.1,"N",5,2015,11,6.6708,0,3,0
"TBM2015051112",133,300,-82.5177,27.48345,1.1,"N",5,2015,11,5.9296,0,3,0
"TBM2015051113",133,300,-82.52755,27.50885,2.7,"M",5,2015,12,7.412,0,3,0
"TBM2015051114",133,300,-82.523083,27.510766,2.6,"M",5,2015,12,7.412,0,3,0
"TBM2015051115",133,300,-82.494283,27.5274,1.2,"M",5,2015,12,7.412,0,3,0
"TBM2015051202",138,300,-82.652733,27.982766,2.9,"A",5,2015,9,14.0828,0,3,0
"TBM2015051205",138,300,-82.657183,27.964283,2.7,"A",5,2015,11,15.5652,0,3,0
"TBM2015051207",138,300,-82.696716,27.919816,2.1,"A",5,2015,12,14.824,0,3,0
"TBM2015051302",139,160,-82.676216,27.658733,2,"D",5,2015,9,41.2,0,3,0
"TBM2015051304",139,160,-82.6551,27.700033,0.6,"D",5,2015,10,41.2,0,3,0
"TBM2015051306",139,160,-82.718583,27.641133,0.9,"D",5,2015,12,41.2,0,3,0
"TBM2015051411",125,300,-82.474183,27.71395,1.6,"L",5,2015,10,6.6708,0,3,0
"TBM2015051412",125,300,-82.449516,27.7088,2.5,"L",5,2015,10,7.412,0,3,0
"TBM2015051413",125,300,-82.449066,27.70765,1.7,"L",5,2015,11,6.6708,0,3,0
"TBM2015051414",125,300,-82.454466,27.699333,2.2,"L",5,2015,11,7.412,0,3,0
"TBM2015051415",125,300,-82.450916,27.690433,2,"L",5,2015,11,7.412,0,3,0
"TBM2015051416",125,300,-82.42735,27.667766,2.8,"L",5,2015,12,7.412,0,3,0
"TBM2015051504",134,160,-82.639383,27.53725,1,"E",5,2015,10,41.2,0,3,0
"TBM2015051505",134,160,-82.6684,27.52125,0.5,"E",5,2015,11,41.2,0,3,0
"TBM2015051603",135,300,-82.586116,27.6094,2.8,"E",5,2015,10,14.824,0,3,0
"TBM2015051604",135,300,-82.621,27.604966,3.2,"E",5,2015,10,14.824,0,3,0
"TBM2015051608",135,300,-82.628433,27.545033,2.5,"E",5,2015,12,14.824,0,3,0
"TBM2015060101",162,160,-82.720666,27.665316,1,"D",6,2015,8,41.2,0,3,0
"TBM2015060102",162,160,-82.716366,27.65435,0.9,"D",6,2015,8,41.2,0,3,0
"TBM2015060104",162,160,-82.722533,27.63465,0.8,"D",6,2015,10,41.2,0,3,0
"TBM2015060201",163,300,-82.3961,27.853766,3.9,"K",6,2015,8,6.6708,0,3,0
"TBM2015060206",163,300,-82.357683,27.856866,1.6,"K",6,2015,10,6.6708,0,3,0
"TBM2015060402",166,300,-82.552883,27.901333,5.3,"A",6,2015,9,14.824,0,3,0
"TBM2015060406",166,300,-82.620266,27.910316,3.4,"A",6,2015,12,9.6356,0,3,0
"TBM2015060409",166,300,-82.580233,27.8572,3.1,"B",6,2015,15,14.824,0,3,0
"TBM2015060410",166,300,-82.578116,27.820466,3.4,"B",6,2015,15,13.3416,0,3,0
"TBM2015060411",166,300,-82.6175,27.8508,3.8,"B",6,2015,16,14.824,0,3,0
"TBM2015060513",153,300,-82.559783,27.50685,3.1,"M",6,2015,11,6.6708,0,3,0
"TBM2015060514",153,300,-82.541416,27.506716,2.8,"M",6,2015,12,6.6708,0,3,0
"TBM2015060515",153,300,-82.525866,27.510783,2.6,"M",6,2015,12,6.6708,0,3,0
"TBM2015060516",153,300,-82.5197,27.493333,1.8,"N",6,2015,12,6.6708,0,3,0
"TBM2015060517",153,300,-82.517166,27.494333,1.8,"N",6,2015,12,6.6708,0,3,0
"TBM2015060601",161,160,-82.51375,27.673033,0.7,"E",6,2015,8,41.2,0,3,0
"TBM2015060602",161,160,-82.49885,27.68105,1.6,"E",6,2015,9,41.2,0,3,0
"TBM2015060706",167,300,-82.665766,27.589233,4.5,"E",6,2015,12,14.824,0,3,0
"TBM2015060707",167,300,-82.6145,27.590966,2.8,"E",6,2015,12,14.824,0,3,0
"TBM2015060811",162,300,-82.47895,27.711233,1.6,"L",6,2015,11,7.412,0,3,0
"TBM2015060812",162,300,-82.48205,27.717916,1.1,"L",6,2015,12,6.6708,0,3,0
"TBM2015060813",162,300,-82.448883,27.7078,1.9,"L",6,2015,12,7.412,0,3,0
"TBM2015060814",162,300,-82.452333,27.6896,1.9,"L",6,2015,12,7.412,0,3,0
"TBM2015060815",162,300,-82.451016,27.69055,2.4,"L",6,2015,13,7.412,0,3,0
"TBM2015060816",162,300,-82.448333,27.686716,1.4,"L",6,2015,13,6.6708,0,3,0
"TBM2015061001",168,300,-82.5524,27.6918,6,"E",6,2015,9,15.5652,0,3,0
"TBM2015061005",168,300,-82.4795,27.879933,2,"C",6,2015,11,14.824,0,3,0
"TBM2015061006",168,300,-82.4481,27.847816,5.7,"C",6,2015,12,16.3064,0,3,0
"TBM2015061007",168,300,-82.41515,27.816233,2.9,"C",6,2015,12,15.5652,0,3,0
"TBM2015061008",168,300,-82.46185,27.763883,2.4,"C",6,2015,13,16.3064,0,3,0
"TBM2015061101",169,160,-82.711383,27.9564,1.1,"A",6,2015,9,41.2,0,3,0
"TBM2015061104",169,300,-82.689066,27.929766,2.5,"A",6,2015,11,14.824,0,3,0
"TBM2015061106",169,160,-82.6415,27.8991,0.9,"A",6,2015,12,41.2,0,3,0
"TBM2015061107",169,160,-82.598583,27.979916,1,"A",6,2015,13,41.2,0,3,0
"TBM2015061108",169,160,-82.573366,27.97475,0.8,"A",6,2015,14,41.2,0,3,0
"TBM2015061204",173,160,-82.41345,27.788316,0.5,"C",6,2015,10,41.2,0,3,0
"TBM2015061205",173,160,-82.431833,27.770316,0.9,"C",6,2015,11,41.2,0,3,0
"TBM2015061206",173,160,-82.4705,27.8468,0.5,"C",6,2015,13,41.2,0,3,0
"TBM2015061207",173,160,-82.424233,27.87735,1.5,"C",6,2015,14,41.2,0,3,0
"TBM2015061403",174,160,-82.599133,27.827816,1.2,"B",6,2015,10,41.2,0,3,0
"TBM2015061404",174,160,-82.61045,27.80455,2,"B",6,2015,11,41.2,0,3,0
"TBM2015061406",174,160,-82.55405,27.853216,0.8,"B",6,2015,14,41.2,0,3,0
"TBM2015061407",174,160,-82.541566,27.864183,0.5,"B",6,2015,14,41.2,0,3,0
"TBM2015061502",173,300,-82.682583,27.666066,4,"D",6,2015,9,14.824,0,3,0
"TBM2015061503",173,300,-82.703766,27.6554,2.9,"D",6,2015,9,14.0828,0,3,0
"TBM2015061603",169,160,-82.669083,27.521,0.7,"E",6,2015,10,41.2,0,3,0
"TBM2015061604",169,160,-82.639266,27.537216,0.8,"E",6,2015,11,41.2,0,3,0
"TBM2015061606",169,160,-82.609083,27.5315,1.6,"E",6,2015,12,41.2,0,3,0
"TBM2015070107",182,300,-82.462366,27.9358,3.1,"C",7,2015,11,14.824,0,3,0
"TBM2015070201",183,160,-82.623083,27.852383,1.5,"B",7,2015,8,41.2,0,3,0
"TBM2015070205",183,160,-82.596233,27.86435,0.6,"B",7,2015,11,41.2,0,3,0
"TBM2015070206",183,160,-82.548433,27.864133,1.5,"B",7,2015,12,41.2,0,3,0
"TBM2015070301",201,300,-82.42805,27.94365,1.8,"C",7,2015,9,14.0828,0,3,0
"TBM2015070405",204,300,-82.43975,27.6708,3.8,"L",7,2015,10,8.1532,0,3,0
"TBM2015070406",204,300,-82.43715,27.67405,2.9,"L",7,2015,10,6.6708,0,3,0
"TBM2015070407",204,300,-82.43395,27.6773,1.9,"L",7,2015,11,7.412,0,3,0
"TBM2015070408",204,300,-82.465516,27.714316,1.8,"L",7,2015,11,7.412,0,3,0
"TBM2015070409",204,300,-82.465383,27.708266,1.4,"L",7,2015,11,6.6708,0,3,0
"TBM2015070410",204,300,-82.467683,27.71,2,"L",7,2015,12,6.6708,0,3,0
"TBM2015070505",196,300,-82.358666,27.8566,1.6,"K",7,2015,10,5.9296,0,3,0
"TBM2015070510",196,300,-82.3859,27.858083,2.2,"K",7,2015,13,7.412,0,3,0
"TBM2015070603",188,300,-82.647116,27.932716,2.1,"A",7,2015,9,16.3064,0,3,0
"TBM2015070606",188,300,-82.5929,27.896816,2.1,"A",7,2015,11,14.824,0,3,0
"TBM2015070608",188,300,-82.551116,27.945566,2.4,"A",7,2015,12,15.5652,0,3,0
"TBM2015070702",194,300,-82.737833,27.645716,6,"D",7,2015,9,15.5652,0,3,0
"TBM2015070703",194,300,-82.684616,27.645816,2.1,"D",7,2015,9,15.5652,0,3,0
"TBM2015070801",188,160,-82.705766,27.9274,0.6,"A",7,2015,9,41.2,0,3,0
"TBM2015070802",188,160,-82.682583,27.91595,1,"A",7,2015,9,41.2,0,3,0
"TBM2015070804",188,160,-82.678183,28.01015,0.9,"A",7,2015,10,41.2,0,3,0
"TBM2015070805",188,160,-82.62115,27.99355,0.5,"A",7,2015,12,41.2,0,3,0
"TBM2015070901",194,160,-82.631316,27.740366,1.6,"B",7,2015,9,41.2,0,3,0
"TBM2015070904",194,160,-82.71945,27.638733,1,"D",7,2015,11,41.2,0,3,0
"TBM2015070905",194,160,-82.694833,27.66835,1,"D",7,2015,12,41.2,0,3,0
"TBM2015070907",194,160,-82.68875,27.709333,2.3,"D",7,2015,13,41.2,0,3,0
"TBM2015071001",197,300,-82.584183,27.692833,6.1,"B",7,2015,8,14.824,0,3,0
"TBM2015071002",197,300,-82.5538,27.6866,6,"E",7,2015,9,14.824,0,3,0
"TBM2015071003",197,300,-82.540766,27.702466,6.9,"C",7,2015,9,13.3416,0,3,0
"TBM2015071004",197,300,-82.508866,27.750716,4.4,"C",7,2015,10,14.824,0,3,0
"TBM2015071005",197,300,-82.573033,27.762416,4.4,"B",7,2015,11,14.824,0,3,0
"TBM2015071006",197,300,-82.598016,27.793916,3.9,"B",7,2015,11,14.0828,0,3,0
"TBM2015071101",196,160,-82.562416,27.5776,0.9,"E",7,2015,8,41.2,0,3,0
"TBM2015071102",196,160,-82.613366,27.57065,1,"E",7,2015,9,41.2,0,3,0
"TBM2015071103",196,160,-82.629916,27.555116,0.8,"E",7,2015,10,41.2,0,3,0
"TBM2015071104",196,160,-82.616616,27.5098,1,"E",7,2015,11,41.2,0,3,0
"TBM2015071202",202,160,-82.45465,27.75415,0.6,"C",7,2015,9,41.2,0,3,0
"TBM2015071204",202,160,-82.491133,27.71375,1,"C",7,2015,12,41.2,0,3,0
"TBM2015071206",202,160,-82.43165,27.839266,2.5,"C",7,2015,14,41.2,0,3,0
"TBM2015071207",202,160,-82.41515,27.944,0.9,"C",7,2015,14,41.2,0,3,0
"TBM2015071406",196,300,-82.4968,27.483083,2,"N",7,2015,10,7.412,0,3,0
"TBM2015071407",196,300,-82.521783,27.4907,1.4,"N",7,2015,10,6.6708,0,3,0
"TBM2015071408",196,300,-82.484366,27.52865,1.1,"M",7,2015,11,6.6708,0,3,0
"TBM2015071409",196,300,-82.480766,27.520033,1.3,"M",7,2015,11,6.6708,0,3,0
"TBM2015071416",196,300,-82.552083,27.50645,4,"M",7,2015,13,7.412,0,3,0
"TBM2015071507",190,160,-82.644216,27.524533,1,"E",7,2015,14,41.2,0,3,0
"TBM2015071605",202,300,-82.686333,27.58595,5.8,"E",7,2015,11,14.824,0,3,0
"TBM2015071606",202,300,-82.688616,27.54315,4.4,"E",7,2015,12,14.824,0,3,0
"TBM2015080101",218,160,-82.5526,27.856333,1,"B",8,2015,8,41.2,0,4,0
"TBM2015080102",218,160,-82.603133,27.832066,1.1,"B",8,2015,9,41.2,0,4,0
"TBM2015080107",218,160,-82.6308,27.74185,1.6,"B",8,2015,12,41.2,0,4,0
"TBM2015080108",218,300,-82.607166,27.76265,5.2,"B",8,2015,13,14.0828,0,4,0
"TBM2015080206",217,300,-82.496966,27.483183,1.8,"N",8,2015,10,6.6708,0,4,0
"TBM2015080207",217,300,-82.50685,27.488283,1.9,"N",8,2015,10,5.9296,0,4,0
"TBM2015080210",217,300,-82.486633,27.5234,1.1,"M",8,2015,11,6.6708,0,4,0
"TBM2015080211",217,300,-82.4953,27.524083,2.2,"M",8,2015,12,7.412,0,4,0
"TBM2015080216",217,300,-82.559616,27.50015,3,"M",8,2015,13,8.1532,0,4,0
"TBM2015080301",217,160,-82.585616,27.544816,0.7,"E",8,2015,9,41.2,0,4,0
"TBM2015080302",217,160,-82.6067,27.535233,0.8,"E",8,2015,10,41.2,0,4,0
"TBM2015080303",217,160,-82.687983,27.513166,1,"E",8,2015,11,41.2,0,4,0
"TBM2015080402",222,300,-82.6811,27.5712,5.6,"E",8,2015,10,14.0828,0,4,0
"TBM2015080403",222,300,-82.692183,27.585583,6,"E",8,2015,10,14.0828,0,4,0
"TBM2015080408",222,300,-82.582133,27.499483,2.2,"E",8,2015,13,14.0828,0,4,0
"TBM2015080502",223,300,-82.7068,27.73435,3.5,"D",8,2015,9,14.824,0,4,0
"TBM2015080503",223,300,-82.709283,27.68825,2.4,"D",8,2015,10,12.6004,0,4,0
"TBM2015080601",224,160,-82.4474,27.93515,1.1,"C",8,2015,8,41.2,0,4,0
"TBM2015080603",224,160,-82.434533,27.901183,0.9,"C",8,2015,10,41.2,0,4,0
"TBM2015080606",224,160,-82.46155,27.746916,1,"C",8,2015,12,41.2,0,4,0
"TBM2015080607",224,160,-82.478216,27.722866,0.9,"C",8,2015,13,41.2,0,4,0
"TBM2015080703",216,160,-82.554716,27.59925,0.5,"E",8,2015,10,41.2,0,4,0
"TBM2015080706",216,160,-82.5504,27.65185,0.5,"E",8,2015,13,41.2,0,4,0
"TBM2015080806",224,300,-82.450816,27.717883,2.2,"L",8,2015,10,7.412,0,4,0
"TBM2015080807",224,300,-82.47735,27.715516,1.1,"L",8,2015,10,5.9296,0,4,0
"TBM2015080808",224,300,-82.465883,27.709933,1.9,"L",8,2015,11,7.412,0,4,0
"TBM2015080809",224,300,-82.439516,27.669966,4.6,"L",8,2015,11,6.6708,0,4,0
"TBM2015080810",224,300,-82.4201,27.670166,1.4,"L",8,2015,12,7.412,0,4,0
"TBM2015080815",224,300,-82.450183,27.69395,1.4,"L",8,2015,13,7.412,0,4,0
"TBM2015081105",229,300,-82.71985,27.942883,2.4,"A",8,2015,11,14.824,0,4,0
"TBM2015081106",229,300,-82.710783,27.939033,2.2,"A",8,2015,12,14.824,0,4,0
"TBM2015081109",229,300,-82.595666,27.965783,3.7,"A",8,2015,14,14.824,0,4,0
"TBM2015081201",230,160,-82.6571,28.0117,1,"A",8,2015,8,41.2,0,4,0
"TBM2015081202",230,160,-82.6159,27.99095,0.8,"A",8,2015,9,41.2,0,4,0
"TBM2015081203",230,160,-82.617216,27.88165,0.4,"B",8,2015,10,41.2,0,4,0
"TBM2015081205",230,160,-82.721933,27.946216,0.7,"A",8,2015,12,41.2,1,4,0.0242718446601942
"TBM2015081206",230,160,-82.716266,27.9572,0.3,"A",8,2015,13,41.2,0,4,0
"TBM2015081302",232,300,-82.525016,27.809533,4.5,"B",8,2015,9,14.0828,0,4,0
"TBM2015081303",232,300,-82.521083,27.80775,4.7,"B",8,2015,10,14.0828,0,4,0
"TBM2015081304",232,300,-82.5034,27.78135,7.4,"C",8,2015,10,14.824,0,4,0
"TBM2015081306",232,300,-82.4923,27.7491,2,"C",8,2015,12,14.0828,0,4,0
"TBM2015081307",232,300,-82.469783,27.892816,2.5,"C",8,2015,13,14.0828,0,4,0
"TBM2015081309",232,300,-82.459066,27.8397,4.8,"C",8,2015,13,15.5652,0,4,0
"TBM2015081402",232,300,-82.3895,27.856783,2,"K",8,2015,9,7.412,0,4,0
"TBM2015081403",232,300,-82.340383,27.8631,2.3,"K",8,2015,9,6.6708,0,4,0
"TBM2015081501",232,160,-82.740016,27.646266,1,"D",8,2015,8,41.2,0,4,0
"TBM2015081502",232,160,-82.71405,27.628066,1.4,"D",8,2015,9,41.2,0,4,0
"TBM2015081507",232,160,-82.720966,27.665866,1,"D",8,2015,11,41.2,0,4,0
"TBM2015090206",245,300,-82.425216,27.873066,1.8,"C",9,2015,12,14.824,0,4,0
"TBM2015090207",245,300,-82.4608,27.88935,2.9,"C",9,2015,13,14.824,0,4,0
"TBM2015090208",245,300,-82.48335,27.898883,2.1,"C",9,2015,13,13.3416,0,4,0
"TBM2015090307",253,300,-82.485733,27.522316,1.8,"M",9,2015,10,5.9296,0,4,0
"TBM2015090308",253,300,-82.483566,27.524116,1.4,"M",9,2015,11,8.8944,0,4,0
"TBM2015090309",253,300,-82.524866,27.510566,2.7,"M",9,2015,11,7.412,0,4,0
"TBM2015090310",253,300,-82.4956,27.4817,1.8,"N",9,2015,12,6.6708,0,4,0
"TBM2015090311",253,300,-82.4927,27.47485,1.9,"N",9,2015,12,5.9296,0,4,0
"TBM2015090402",257,300,-82.494483,27.7496,1.9,"C",9,2015,9,14.824,0,4,0
"TBM2015090403",257,300,-82.544416,27.75075,4.1,"B",9,2015,10,14.824,0,4,0
"TBM2015090404",257,300,-82.567333,27.684533,6.2,"E",9,2015,10,14.824,0,4,0
"TBM2015090405",257,160,-82.550066,27.651733,0.4,"E",9,2015,11,41.2,0,4,0
"TBM2015090406",257,160,-82.542816,27.664216,0.6,"E",9,2015,12,41.2,0,4,0
"TBM2015090501",245,160,-82.6021,27.5856,1,"E",9,2015,9,41.2,0,4,0
"TBM2015090607",253,300,-82.467166,27.710483,1.4,"L",9,2015,10,6.6708,0,4,0
"TBM2015090608",253,300,-82.458883,27.706033,1.3,"L",9,2015,10,6.6708,0,4,0
"TBM2015090609",253,300,-82.453233,27.71095,4.1,"L",9,2015,11,7.412,0,4,0
"TBM2015090610",253,300,-82.4379,27.682516,1,"L",9,2015,11,7.412,0,4,0
"TBM2015090611",253,300,-82.441033,27.682816,1.5,"L",9,2015,12,7.412,0,4,0
"TBM2015090615",253,300,-82.430016,27.66755,3.1,"L",9,2015,13,6.6708,0,4,0
"TBM2015090802",246,300,-82.566516,27.920466,4.8,"A",9,2015,8,14.824,0,4,0
"TBM2015090803",246,300,-82.639033,27.937516,3.8,"A",9,2015,9,14.824,0,4,0
"TBM2015090807",246,300,-82.638966,27.988666,2,"A",9,2015,12,10.3768,0,4,0
"TBM2015090901",264,160,-82.697966,27.637183,0.8,"D",9,2015,8,41.2,0,4,0
"TBM2015090903",264,160,-82.733333,27.630716,1.7,"D",9,2015,10,41.2,0,4,0
"TBM2015090904",264,160,-82.719766,27.65665,0.5,"D",9,2015,11,41.2,0,4,0
"TBM2015090905",264,160,-82.631633,27.715433,2,"B",9,2015,12,41.2,0,4,0
"TBM2015090906",264,160,-82.630733,27.741866,1.6,"B",9,2015,13,41.2,0,4,0
"TBM2015091004",265,300,-82.663733,27.6707,3,"D",9,2015,11,14.0828,0,4,0
"TBM2015091008",265,300,-82.7408,27.736066,3,"D",9,2015,13,14.0828,0,4,0
"TBM2015091103",268,160,-82.436283,27.822416,1.1,"C",9,2015,10,41.2,0,4,0
"TBM2015091104",268,160,-82.40475,27.791316,0.9,"C",9,2015,11,41.2,0,4,0
"TBM2015091105",268,160,-82.4176,27.846166,1.2,"C",9,2015,12,41.2,0,4,0
"TBM2015091107",268,160,-82.403016,27.875816,0.8,"C",9,2015,13,41.2,0,4,0
"TBM2015091201",265,300,-82.3955,27.853933,5.2,"K",9,2015,8,7.412,0,4,0
"TBM2015091210",265,300,-82.36505,27.8573,1.9,"K",9,2015,11,7.412,0,4,0
"TBM2015091301",244,160,-82.686316,27.500183,0.5,"E",9,2015,9,41.2,0,4,0
"TBM2015091302",244,160,-82.61695,27.51,0.5,"E",9,2015,10,41.2,0,4,0
"TBM2015091401",266,300,-82.616583,27.52285,3.1,"E",9,2015,8,14.824,0,4,0
"TBM2015091402",266,300,-82.58165,27.510616,2,"E",9,2015,9,14.0828,0,4,0
"TBM2015091504",267,160,-82.598383,27.876283,2.3,"B",9,2015,11,41.2,0,4,0
"TBM2015091505",267,160,-82.6144,27.861616,1.1,"B",9,2015,12,41.2,0,4,0
"TBM2015091507",267,300,-82.558466,27.794666,6.5,"B",9,2015,14,15.5652,0,4,0
"TBM2015091508",267,300,-82.594533,27.790333,5.6,"B",9,2015,14,14.824,0,4,0
"TBM2015091601",252,160,-82.640266,27.90105,1.6,"A",9,2015,8,41.2,0,4,0
"TBM2015091603",252,160,-82.719933,27.936433,0.5,"A",9,2015,10,41.2,0,4,0
"TBM2015091605",252,160,-82.67495,27.963166,2,"A",9,2015,11,41.2,0,4,0
"TBM2015091606",252,160,-82.605966,27.983683,1,"A",9,2015,11,41.2,0,4,0
"TBM2015100101",278,300,-82.52145,27.490266,1.6,"N",10,2015,8,7.412,0,4,0
"TBM2015100102",278,300,-82.49285,27.475033,1.3,"N",10,2015,9,7.412,0,4,0
"TBM2015100113",278,300,-82.504833,27.524933,1.5,"M",10,2015,12,6.6708,0,4,0
"TBM2015100114",278,300,-82.540883,27.5049,1.5,"M",10,2015,13,6.6708,0,4,0
"TBM2015100115",278,300,-82.544383,27.507566,1.9,"M",10,2015,13,7.412,0,4,0
"TBM2015100203",279,300,-82.5892,27.91865,5,"A",10,2015,9,14.824,0,4,0
"TBM2015100206",279,300,-82.69655,27.92025,2.5,"A",10,2015,11,15.5652,0,4,0
"TBM2015100208",279,300,-82.7176,27.952283,2.8,"A",10,2015,12,14.824,0,4,0
"TBM2015100302",280,300,-82.4176,27.851283,3,"C",10,2015,9,14.824,0,4,0
"TBM2015100311",280,300,-82.357466,27.857316,2.4,"K",10,2015,12,7.412,0,4,0
"TBM2015100312",280,300,-82.3722,27.8579,1.8,"K",10,2015,12,7.412,0,4,0
"TBM2015100406",280,300,-82.480683,27.710583,1.6,"L",10,2015,11,7.412,0,4,0
"TBM2015100407",280,300,-82.471716,27.710983,1.4,"L",10,2015,11,7.412,0,4,0
"TBM2015100408",280,300,-82.466433,27.714416,2.3,"L",10,2015,11,7.412,0,4,0
"TBM2015100409",280,300,-82.453983,27.690016,2.3,"L",10,2015,12,7.412,0,4,0
"TBM2015100410",280,300,-82.432933,27.685733,4.3,"L",10,2015,12,7.412,0,4,0
"TBM2015100411",280,300,-82.4309,27.684666,2.8,"L",10,2015,13,7.412,0,4,0
"TBM2015100504",275,300,-82.5424,27.827116,3.6,"B",10,2015,10,14.0828,0,4,0
"TBM2015100505",275,300,-82.584,27.8621,2.8,"B",10,2015,10,12.6004,0,4,0
"TBM2015100506",275,300,-82.583683,27.84225,2.3,"B",10,2015,11,16.3064,0,4,0
"TBM2015100601",281,160,-82.555466,27.851116,1,"B",10,2015,9,41.2,0,4,0
"TBM2015100602",281,160,-82.535533,27.868383,0.6,"B",10,2015,10,41.2,0,4,0
"TBM2015100603",281,160,-82.540833,27.864216,0.9,"B",10,2015,10,41.2,0,4,0
"TBM2015100606",281,160,-82.620433,27.854933,1.6,"B",10,2015,14,41.2,0,4,0
"TBM2015100701",285,300,-82.4887,27.7651,3.6,"C",10,2015,9,14.824,0,4,0
"TBM2015100702",285,300,-82.48155,27.75905,1.8,"C",10,2015,9,14.824,0,4,0
"TBM2015100703",285,160,-82.4793,27.744216,0.7,"C",10,2015,10,41.2,0,4,0
"TBM2015100705",285,160,-82.510283,27.70785,1.1,"C",10,2015,11,41.2,0,4,0
"TBM2015100706",285,160,-82.511,27.697833,0.9,"E",10,2015,12,41.2,0,4,0
"TBM2015100708",285,160,-82.547933,27.656033,0.9,"E",10,2015,14,41.2,21,4,0.509708737864078
"TBM2015100802",293,300,-82.464916,27.917,3.8,"C",10,2015,11,15.5652,0,4,0
"TBM2015100804",293,160,-82.394183,27.8384,0.9,"C",10,2015,13,41.2,0,4,0
"TBM2015100902",278,160,-82.64165,27.898966,1.3,"A",10,2015,10,41.2,0,4,0
"TBM2015100904",278,160,-82.66145,27.912,0.8,"A",10,2015,11,41.2,0,4,0
"TBM2015100905",278,160,-82.6465,27.966683,2.2,"A",10,2015,12,41.2,0,4,0
"TBM2015100906",278,160,-82.666866,28.01825,0.7,"A",10,2015,13,41.2,0,4,0
"TBM2015101001",286,300,-82.72055,27.547366,4.7,"E",10,2015,8,14.824,0,4,0
"TBM2015101004",286,300,-82.615416,27.59005,2.5,"E",10,2015,10,13.3416,0,4,0
"TBM2015101009",286,300,-82.595733,27.504433,1.9,"E",10,2015,13,14.0828,0,4,0
"TBM2015101202",295,160,-82.7002,27.633916,1,"D",10,2015,9,41.2,0,4,0
"TBM2015101203",295,160,-82.715766,27.65225,1,"D",10,2015,10,41.2,0,4,0
"TBM2015101206",295,160,-82.74145,27.646716,0.9,"D",10,2015,12,41.2,0,4,0
"TBM2015101305",299,160,-82.575183,27.600483,1.4,"E",10,2015,10,41.2,0,4,0
"TBM2015101306",299,160,-82.614516,27.56995,1.1,"E",10,2015,12,41.2,0,4,0
"TBM2015101308",299,160,-82.6073,27.543583,1.2,"E",10,2015,14,41.2,0,4,0
"TBM2015101401",299,300,-82.697366,27.73415,2.4,"D",10,2015,9,14.0828,0,4,0
"TBM2015101404",299,300,-82.731683,27.686533,6.1,"D",10,2015,10,13.3416,0,4,0
"TBM2015101504",301,160,-82.436816,27.8224,1.3,"C",10,2015,12,41.2,0,4,0
"TBM2015110101",306,300,-82.47055,27.779783,5.5,"C",11,2015,11,15.5652,0,1,0
"TBM2015110106",306,300,-82.4668,27.8598,3.6,"C",11,2015,14,15.5652,0,1,0
"TBM2015110107",306,300,-82.48465,27.917783,3.7,"C",11,2015,14,15.5652,0,1,0
"TBM2015110201",308,160,-82.6885,27.514166,1.5,"E",11,2015,9,41.2,0,1,0
"TBM2015110206",308,160,-82.616283,27.508233,1.7,"E",11,2015,12,41.2,0,1,0
"TBM2015110301",313,300,-82.553783,27.6858,5.7,"E",11,2015,8,14.0828,0,1,0
"TBM2015110302",313,300,-82.548133,27.7225,4,"C",11,2015,10,14.0828,0,1,0
"TBM2015110305",313,160,-82.4875,27.718833,0.7,"C",11,2015,11,41.2,0,1,0
"TBM2015110306",313,160,-82.544733,27.661366,0.6,"E",11,2015,12,41.2,1,1,0.0242718446601942
"TBM2015110307",313,160,-82.51775,27.673233,0.7,"E",11,2015,13,41.2,0,1,0
"TBM2015110405",313,300,-82.4314,27.666766,2.4,"L",11,2015,10,7.412,0,1,0
"TBM2015110406",313,300,-82.430966,27.678666,1.8,"L",11,2015,10,7.412,0,1,0
"TBM2015110407",313,300,-82.432916,27.68575,3.7,"L",11,2015,11,7.412,0,1,0
"TBM2015110411",313,300,-82.464433,27.713766,2.5,"L",11,2015,13,7.412,0,1,0
"TBM2015110413",313,300,-82.480666,27.717666,1.9,"L",11,2015,14,6.6708,0,1,0
"TBM2015110414",313,300,-82.470533,27.7118,1.8,"L",11,2015,14,7.412,0,1,0
"TBM2015110502",314,160,-82.614833,27.805866,2,"B",11,2015,8,41.2,0,1,0
"TBM2015110504",314,160,-82.593766,27.845833,0.8,"B",11,2015,10,41.2,0,1,0
"TBM2015110505",314,160,-82.609466,27.87055,2.2,"B",11,2015,11,41.2,0,1,0
"TBM2015110506",314,160,-82.541433,27.863916,0.9,"B",11,2015,12,41.2,0,1,0
